,molecule_chembl_id,y_test_idx0,y_test0,y_pred_xgb0,y_pred_xgb1,y_pred_xgb2,y_pred_xgb3,y_pred_xgb4,y_pred_xgb_ave,y_pred_xgb_std
67,CHEMBL4281785,67,8.43,8.666516,8.817987,8.695391,8.693884,8.7275305,8.671884803771972,0.1183328557351888
68,CHEMBL3775654,68,6.95,7.296989,6.792195,7.3224497,7.187145,7.175829,7.120767943064372,0.18986354860623672
69,CHEMBL3908319,69,5.35,7.344728,7.3929477,7.4612803,7.347611,7.398719,7.049214299519857,0.7608988783872871
70,CHEMBL3693711,70,8.52,8.297315,8.198907,8.144931,8.2577505,8.231339,8.275040391286213,0.11932788737075614
71,CHEMBL2413289,71,5.33,5.7104125,6.1245995,5.775008,5.868179,5.696752,5.7508251794179275,0.23654274765154829
72,CHEMBL3759139,72,5.36,6.0660644,6.1567783,6.1811323,6.2707434,6.2099814,6.040783303578695,0.31058208069192594
73,CHEMBL4474608,73,6.25,6.9349337,7.164121,6.870643,7.021909,6.9083285,6.858322620391846,0.288343363352452
74,CHEMBL4104117,74,9.54,8.086038,8.114656,8.021772,7.9893603,8.072698,8.30408740679423,0.5542571389019596
75,CHEMBL520279,75,6.85,6.110434,6.081071,6.147912,6.063693,5.823681,6.17946515083313,0.3175544398377729
76,CHEMBL4214775,76,7.19,7.132278,7.2598095,7.306098,7.408202,7.2291555,7.254257192611694,0.08761217931398414
77,CHEMBL2337862,77,5.99,5.997223,6.0363235,6.126179,6.066806,5.9801674,6.032783149083456,0.05124492004096059
78,CHEMBL1801238,78,5.48,6.820152,6.725007,6.932707,7.2688794,7.325587,6.758721984227499,0.6126319282622842
79,CHEMBL4586038,79,5.57,7.312611,7.39595,7.2502985,7.1345043,6.9519114,6.935879201889038,0.626868723223324
80,CHEMBL3693707,80,7.35,8.295451,8.287896,8.288147,8.17286,8.288437,8.113798554738363,0.34425767190594836
81,CHEMBL3655988,81,7.72,7.8080397,7.581865,7.423209,7.433376,7.5620747,7.588094031016031,0.1400094091388576
82,CHEMBL3692575,82,5.41,5.380959,5.2895775,5.361886,5.3075824,5.3362427,5.34770793279012,0.04144799340991203
83,CHEMBL3415618,83,6.6,6.376029,6.596126,6.469139,6.3531947,6.2316556,6.437690750757853,0.13280767969886606
84,CHEMBL4080343,84,6.97,7.48078,7.287947,7.213209,7.2985973,7.1858625,7.239399388631185,0.15289108194582599
85,CHEMBL3952742,85,8.62,8.68108,8.863493,8.974208,8.906897,8.664837,8.785085697174072,0.13495867935596734
86,CHEMBL3693719,86,8.4,8.125087,7.966389,7.971974,7.904728,7.9621615,8.055056556065876,0.16826715980014942
87,CHEMBL4226814,87,5.55,7.11137,6.524069,6.2769933,7.1492577,6.7208495,6.555423227945963,0.5444361460443964
88,CHEMBL1214761,88,5.77,6.5658445,6.5060844,6.497008,6.465578,6.7190833,6.4205997021993,0.30238975885392766
89,CHEMBL4066262,89,8.7,9.370494,9.351515,9.2991295,9.302251,9.386604,9.234998893737794,0.24144648554671896
90,CHEMBL1914702,90,7.33,8.279073,7.9202433,8.210402,8.102767,8.120814,7.993883145650227,0.3168449170875436
91,CHEMBL403323,91,7.82,6.995211,7.278255,6.906496,7.41839,7.109585,7.254656127293905,0.30456311691849863
92,CHEMBL2337869,92,6.34,5.9167757,6.071238,5.991465,5.882096,5.8850856,6.014443372090658,0.15996303798091963
93,CHEMBL3655950,93,8.72,8.615813,8.5954075,8.577541,8.642619,8.525926,8.612884476979573,0.059837118501240946
94,CHEMBL3628320,94,5.05,5.2398095,5.2995906,5.4287677,5.273041,5.3426247,5.272305536270141,0.11593528375485652
95,CHEMBL3670674,95,8.8,7.000687,7.304694,7.1289535,6.7840734,7.018766,7.339529005686441,0.671412045572445
96,CHEMBL3640683,96,8.52,8.189353,7.893307,8.06482,8.261546,8.286919,8.202657543818155,0.19414246593562115
97,CHEMBL2094337,97,4.43,6.648041,6.9733157,6.7477818,6.6873746,6.791063,6.37959594408671,0.8779790832649107
98,CHEMBL3640686,98,8.1,8.248948,8.063667,8.257031,8.244559,8.247838,8.193674023946127,0.07986343110015422
99,CHEMBL3110286,99,5.96,5.7731824,5.711366,5.7503376,5.7276473,5.9017205,5.804042332967122,0.0932071415545957
100,CHEMBL3601340,100,7.53,8.2549095,7.7754116,7.7830853,7.991544,8.140634,7.912597303390503,0.2440576090177239
101,CHEMBL3670666,101,7.37,8.449596,8.6115055,8.086985,8.556503,8.461079,8.255944747924806,0.430074681700709
102,CHEMBL3640701,102,7.48,8.083293,8.153645,7.8992715,8.039153,7.920273,7.9292724895477305,0.21945603381723988
103,CHEMBL2012817,103,5.21,5.4220614,5.17402,5.891079,5.626118,5.857597,5.530145877202352,0.2851049286435233
104,CHEMBL1822050,104,7.4,7.798333,7.8906283,7.9399114,7.847532,7.927303,7.8006179173787435,0.18540696553164557
105,CHEMBL4518594,105,6.96,7.420162,7.338256,7.3578773,7.4385066,7.2891345,7.300656073888143,0.16028713778087336
106,CHEMBL3758407,106,6.06,5.5818195,5.499221,5.5975204,5.493907,5.5315385,5.627334365844727,0.19729538723505402
107,CHEMBL462202,107,6.15,6.432193,6.4894457,6.618833,6.5442333,6.6908245,6.487588230768839,0.17261555295295597
108,CHEMBL3352995,108,5.72,5.232483,5.470406,5.6165457,5.1774573,5.2141094,5.405166899363199,0.2106463796270263
109,CHEMBL3352992,109,5.43,5.5525146,5.4800005,5.3484273,5.232076,5.4984407,5.423576542536417,0.10628137579281803
110,CHEMBL3656024,110,8.15,8.480822,8.443083,8.339684,8.175852,8.435497,8.33748950958252,0.1307564094647123
111,CHEMBL3775409,111,7.47,7.8364716,7.8724995,7.861612,7.7545724,7.859141,7.775716021855672,0.14218849413613555
112,CHEMBL4442266,112,7.77,7.9147,7.8407288,7.97325,7.7421784,7.7725377,7.835565808614095,0.08390312960856652
113,CHEMBL3916257,113,8.82,8.719285,8.658207,8.648345,8.641049,8.68403,8.695152651468913,0.06161176815704786
114,CHEMBL4445716,114,5.2,6.672936,6.291922,6.715071,6.602485,6.506431,6.331474256515503,0.5243405220404042
115,CHEMBL3338404,115,7.3,6.0037284,6.4608808,6.344983,6.407536,6.3030567,6.470030832290649,0.3987048619874912
116,CHEMBL3770531,116,6.84,7.565563,7.413695,7.402921,7.466044,7.3372545,7.337579622268677,0.23314095628784742
117,CHEMBL4290748,117,8.89,8.199778,8.26215,8.149275,8.226854,8.237862,8.32765303293864,0.25394178099694464
118,CHEMBL99,118,9.0,7.334884,6.563671,7.356177,7.33545,7.403857,7.499006589253743,0.7315479340550747
119,CHEMBL4449062,119,7.21,6.848761,6.716975,6.9392357,6.935546,6.873838,6.920725975036621,0.1489594509359524
120,CHEMBL474097,120,5.82,5.9141884,6.047698,6.0292754,6.0848064,5.93297,5.971489718755087,0.09101640415935112
121,CHEMBL3640670,121,8.1,8.099532,8.238034,8.169962,8.2277355,8.264798,8.183343664805095,0.06550590723500407
122,CHEMBL3655999,122,8.52,8.434859,8.343803,8.425089,8.4724,8.465075,8.443537635803223,0.05401533399579218
123,CHEMBL3640672,123,7.7,8.066494,7.9940076,8.056398,8.130971,7.853986,7.966976118087769,0.14695136325294517
124,CHEMBL3415451,124,6.29,6.7504406,6.4841123,6.581855,6.511472,6.828622,6.574416961669922,0.17732726865011528
125,CHEMBL3693752,125,7.17,7.069727,7.186444,7.096521,7.1690516,7.130644,7.1370645236969,0.04235877572621968
126,CHEMBL1798008,126,6.8,6.934676,6.7574716,7.055164,6.984896,6.9382606,6.91174472173055,0.1028236493460233
127,CHEMBL2431866,127,7.28,6.796379,6.878304,6.6400084,6.6595745,6.917971,6.862039531071981,0.21318419695125637
128,CHEMBL4176291,128,8.57,7.25149,7.451742,7.4174666,7.546666,7.606768,7.6406888675689695,0.4302353530308764
129,CHEMBL2425962,129,7.48,7.716274,7.709624,7.503723,7.778631,7.5642323,7.625414050420126,0.1143965302413896
130,CHEMBL4539040,130,7.41,6.65966,7.0905914,6.900108,6.6874714,6.6127872,6.893436298370361,0.28331065679114675
131,CHEMBL4635256,131,6.46,7.3597236,7.464711,7.5263343,7.577886,7.503498,7.315358870824178,0.3883170256559785
132,CHEMBL3655996,132,8.7,8.441511,8.537651,8.556707,8.085397,8.281119,8.433730951944987,0.2006279042948921
133,CHEMBL3655932,133,8.7,8.065752,8.312073,8.151962,8.295502,7.8615236,8.231135400136312,0.2584443183428259
134,CHEMBL4522666,134,7.8,7.653307,7.8290086,7.7117553,7.729951,7.739634,7.743942626317342,0.05750916892042946
135,CHEMBL3287259,135,5.3,5.8948545,6.0349045,6.0342994,5.936433,6.2607,5.910198577245076,0.2963865592263186
136,CHEMBL3692602,136,5.24,5.641419,5.4788733,5.443032,5.5412774,5.6075,5.492016909917196,0.13176288298439506
137,CHEMBL3110278,137,5.96,6.15265,6.105275,6.1431284,6.1760106,6.098642,6.105950984954834,0.07050634407585275
138,CHEMBL4442157,138,7.43,7.76117,7.8907037,7.7456517,7.752625,7.9213333,7.750247268676758,0.15900881910252973
139,CHEMBL4076426,139,8.55,6.60032,7.047272,6.8846645,6.9971046,7.15234,7.2052835305531815,0.6255862603265523
140,CHEMBL3769415,140,6.71,7.015865,6.8161874,6.9856114,6.993853,7.0062838,6.921300086975098,0.11637655478152645
141,CHEMBL3693709,141,7.7,7.7256126,7.7932186,7.861609,7.9572444,7.7845693,7.8037089824676515,0.08588412894011833
142,CHEMBL3974954,142,6.71,6.6203694,6.714982,6.2331314,6.659044,6.380235,6.5529603099823,0.18204151945802044
143,CHEMBL4250057,143,5.15,5.183067,5.181717,5.271306,5.20602,5.1243653,5.186079168319702,0.04618740590838549
144,CHEMBL3693715,144,8.1,7.694431,8.18124,7.76212,8.037191,7.9280667,7.950508133570353,0.17543679566302006
145,CHEMBL4632668,145,7.68,7.279489,7.1985526,7.393566,7.0472474,7.148552,7.291234521865845,0.20421650214523016
146,CHEMBL469275,146,8.4,7.364943,7.2596626,7.5035233,7.4388366,7.384,7.5584942340850825,0.383554082433239
147,CHEMBL3655917,147,9.0,8.313737,8.331401,8.31776,8.434156,8.402444,8.466583093007406,0.24272181769332837
148,CHEMBL4522149,148,7.71,8.032162,8.006204,8.105021,8.135703,8.07117,8.010043296813965,0.14087680229625132
149,CHEMBL3692651,149,5.82,5.3745418,5.3691893,5.433331,5.488745,5.464945,5.491792014439901,0.15310523690574343
150,CHEMBL3765502,150,6.41,6.518412,6.333645,6.235698,6.085942,6.52519,6.351481145222981,0.15583115542389642
151,CHEMBL3670668,151,9.36,7.441598,7.3765016,7.6244016,7.4897223,7.5770593,7.81154709815979,0.6973058406802747
152,CHEMBL3310505,152,5.96,7.460709,7.298571,7.426676,7.4699802,7.1734276,7.131560637156169,0.5341908456770568
153,CHEMBL3693799,153,7.44,7.543597,7.5870123,7.5549526,7.545541,7.5745497,7.5409421030680335,0.0477244375816856
154,CHEMBL3233708,154,6.53,6.969673,7.050074,7.213268,6.9458685,6.9294696,6.939725522994995,0.20652561297865474
155,CHEMBL3415970,155,6.75,6.7027264,6.6427927,6.627547,6.6343017,6.6181684,6.6625893115997314,0.04768806327452345
156,CHEMBL1798002,156,6.94,6.848959,7.244215,7.2147236,7.1242595,7.173175,7.090888649622599,0.14607421160650716
157,CHEMBL2337867,157,6.51,5.881362,6.00364,5.8890443,5.986052,5.8481374,6.019705972671509,0.22635748095428
158,CHEMBL3670669,158,9.15,8.199883,7.6646852,7.787737,7.9562716,7.7686067,8.087863985697428,0.5048233308263943
159,CHEMBL3797843,159,6.92,6.4261293,6.350909,6.4459524,6.4560547,6.3426332,6.490279820760091,0.19711868946943764
160,CHEMBL4440425,160,8.4,7.6436925,7.9781523,7.876831,7.4815907,7.7037635,7.847338342666625,0.2941863602278916
161,CHEMBL3735212,161,7.76,8.168449,8.107752,8.075091,7.8616204,8.20373,8.029440444310506,0.16262359599358372
162,CHEMBL4441436,162,7.49,7.442764,7.477755,7.4340196,7.4486933,7.28302,7.42937528928121,0.06832499535976733
163,CHEMBL481538,163,8.0,7.362338,7.3147264,7.2473216,7.3179493,7.292382,7.422452847162883,0.26054108096661305
164,CHEMBL3110280,164,6.04,6.32243,6.279249,6.1237364,6.0990543,6.093237,6.159617827733357,0.10367398741589243
165,CHEMBL3235787,165,4.78,4.512327,4.9506636,4.9326696,5.001052,4.590208,4.794486726125082,0.18605937135245879
166,CHEMBL4227770,166,7.57,7.2567997,7.1846943,7.137202,7.3897867,6.9955163,7.255666465759277,0.18418475159673284
167,CHEMBL3287253,167,5.92,6.332555,6.316411,6.3065886,6.401286,6.4714074,6.29137467066447,0.17557787952310075
168,CHEMBL2408778,168,8.57,7.6502686,7.994175,8.220337,7.606186,7.961673,8.000439853668214,0.32973517668399377
169,CHEMBL3655945,169,7.72,7.9438233,8.231498,8.015248,8.159752,7.951072,8.003565584818523,0.16493324797400402
170,CHEMBL3640669,170,8.52,7.9382076,7.855298,8.0023985,7.937091,8.153021,8.067669315338135,0.22175843866709458
171,CHEMBL253308,171,6.51,6.4584126,6.520026,6.451188,6.530339,6.429977,6.4833237743377685,0.03822793522350852
172,CHEMBL4439065,172,7.66,7.7328615,7.724493,7.7043343,7.7829647,7.6394906,7.7073573525746655,0.04746633759407057
173,CHEMBL320497,173,7.84,6.979405,6.7799826,6.8358436,6.872107,6.914192,7.036921714146932,0.3644446634994068
174,CHEMBL3958794,174,8.01,7.5861645,7.860345,7.8331156,7.7990003,7.908553,7.832863054275513,0.1290146483219048
175,CHEMBL2364628,175,8.33,8.231222,8.133964,8.011163,8.163341,8.099913,8.161600284576416,0.10034050274341469
176,CHEMBL3692631,176,5.36,5.6656003,5.4763374,5.744791,5.611321,5.5660887,5.570689735412597,0.12535540481291918
177,CHEMBL3356937,177,7.82,8.189627,8.091156,7.9207525,7.801784,8.090447,7.98562778155009,0.14673036657856348
178,CHEMBL246199,178,4.82,6.5662727,6.7547345,6.4739795,6.425288,6.3696876,6.234993747075399,0.6446642689840991
179,CHEMBL4636427,179,6.48,6.672236,6.6437964,6.6654587,6.497155,6.5851827,6.590638157526652,0.07755830685112722
180,CHEMBL4555936,180,7.77,7.7020655,7.843623,7.6706877,7.8536654,7.5232525,7.727215690612792,0.1131368284801706
181,CHEMBL4570194,181,7.51,7.3195357,7.292962,7.3210483,7.2029204,7.2081323,7.3090997950236,0.10193256823449759
182,CHEMBL3954183,182,4.19,4.818947,4.9613886,4.44809,4.6906934,4.594668,4.617297798792522,0.2503911910775122
183,CHEMBL2046608,183,6.41,6.1988344,6.1616807,6.7403207,6.146411,6.205057,6.310383981068928,0.21107099500536225
184,CHEMBL1099049,184,7.2,7.081215,6.958511,7.130884,6.934379,6.948333,7.0422203063964846,0.1014299035569544
185,CHEMBL3655941,185,7.4,8.179255,8.010919,8.066256,8.174147,8.1185465,7.991520309448242,0.27098280965393445
186,CHEMBL515285,186,4.3,5.600438,5.6850624,5.559321,5.5740857,5.340611,5.343253024419148,0.47807439256360784
187,CHEMBL4531108,187,8.43,7.9714417,7.991273,7.852634,7.925659,7.926742,8.016291646957397,0.19009175932635533
188,CHEMBL3681861,188,6.45,6.3181906,6.355002,6.3355184,6.3722014,6.4506073,6.380253267288208,0.05223304899754803
189,CHEMBL4162010,189,5.75,6.9441504,7.00346,7.063855,7.038584,6.9824767,6.797087748845418,0.46983403897979753
190,CHEMBL4525288,190,7.93,7.745421,7.648085,7.531239,7.602463,7.644604,7.683635342915853,0.1272228187974197
191,CHEMBL4299406,191,7.15,6.7282143,6.651296,6.826802,6.7506037,6.9625506,6.844911082585653,0.16695560333073056
192,CHEMBL4282004,192,7.62,8.489458,8.390972,8.512244,8.427196,8.453376,8.315540968577068,0.31354734485183017
193,CHEMBL4166504,193,7.28,7.352813,7.3296695,7.343902,7.4490905,7.289661,7.340855960845947,0.05525165472320683
194,CHEMBL3798028,194,5.89,6.013786,5.9793267,5.948604,6.0603285,6.1280074,6.003342094421387,0.07672176718698122
195,CHEMBL4160840,195,6.38,7.1743584,7.521877,7.321065,6.8045077,7.0527716,7.042429904937744,0.3697835477149439
196,CHEMBL450723,196,6.01,6.3097506,6.172101,6.2671056,6.148226,6.2952604,6.200407228469849,0.10422797159761711
197,CHEMBL4469596,197,7.77,8.109985,7.843193,8.019532,7.7228312,8.008073,7.912269118626912,0.14181804355555594
198,CHEMBL4641253,198,7.22,6.843778,6.9810004,6.816503,6.932669,6.9289308,6.953813587824503,0.13141699377200453
199,CHEMBL493782,199,6.19,5.9619174,5.9301686,5.8784146,5.7879353,5.886655,5.939181795120239,0.12438861143657319
200,CHEMBL3693706,200,8.52,8.353959,8.258428,8.219328,8.143434,8.318176,8.30222074508667,0.11857603900611137
201,CHEMBL4633944,201,6.85,6.7506757,6.673377,6.7393303,6.532241,6.8028955,6.72475323677063,0.10196238020706867
202,CHEMBL468935,202,8.52,8.476109,8.431943,8.440325,8.587855,8.475947,8.48869649887085,0.052748097227465006
203,CHEMBL4437432,203,7.25,5.821659,5.9729166,5.891623,6.093299,5.891423,6.153486808141072,0.49764930126899776
204,CHEMBL3640687,204,8.15,8.059738,8.0679,8.014651,7.748163,7.903012,7.990577363967895,0.13114205711646684
205,CHEMBL3640681,205,8.3,8.470658,8.410293,8.628975,8.422107,8.72472,8.492792097727458,0.1424766601852613
206,CHEMBL2401848,206,6.25,7.358705,7.1722565,7.0394106,7.3567586,6.934574,7.018617471059163,0.3768006486010151
207,CHEMBL570041,207,5.31,6.0355315,6.0125995,6.079025,5.967541,5.943986,5.891447156270345,0.26370911422653254
208,CHEMBL3692691,208,5.74,5.1795173,5.441159,5.3268332,5.2665157,5.5315533,5.414263048171997,0.1849160880375494
209,CHEMBL3098603,209,7.66,8.095255,7.958487,8.061259,7.7745013,7.919998,7.911583449045817,0.15302208292756997
210,CHEMBL3593409,210,7.31,6.7678742,7.167001,6.9674635,6.8659663,6.341793,6.903349647521973,0.3093228918972533
211,CHEMBL4102051,211,8.15,7.81381,7.7804227,7.7278895,7.660945,7.351363,7.747405036290487,0.23533232732996945
212,CHEMBL3356930,212,7.06,6.2113643,6.267281,6.169597,6.130195,6.0032125,6.306941677729289,0.3464484433063296
213,CHEMBL1214759,213,5.93,7.405821,7.0728483,7.2711782,7.3275275,7.328886,7.05604349454244,0.5139763514119882
214,CHEMBL3758443,214,5.3,6.0393243,5.96234,6.209426,5.8487453,6.037666,5.899583546320597,0.288854001112349
215,CHEMBL3339031,215,8.47,7.9823284,7.648154,7.946153,7.97603,8.034879,8.009590660730998,0.24122836209985715
216,CHEMBL3693755,216,8.4,8.300662,8.31319,8.229056,8.288219,8.173905,8.284172280629475,0.07040710545992808
217,CHEMBL3982264,217,6.22,6.18116,6.2032137,6.3564653,6.182756,6.1023107,6.207650934855143,0.0760876918587122
218,CHEMBL4285869,218,7.06,6.7107434,6.4971056,6.8051205,6.635248,6.7578216,6.7443398729960125,0.17208130667749896
219,CHEMBL462370,219,6.08,6.5337343,6.529936,6.4335356,6.4770327,6.521114,6.429225378036499,0.16008887636899624
220,CHEMBL4282877,220,5.5,6.8970532,6.631402,6.700993,6.455437,6.55577,6.456775903701782,0.44892504398972394
221,CHEMBL2179616,221,7.93,7.783289,7.8899536,7.625889,7.7472,7.984976,7.826884536743164,0.12127986496453572
222,CHEMBL4470946,222,6.7,5.9614434,6.028768,6.2511926,6.2329664,6.199276,6.228941075007121,0.23625977572759393
