,molecule_chembl_id,y_test_idx0,y_test0,y_pred_knn0,y_pred_knn1,y_pred_knn2,y_pred_knn3,y_pred_knn4,y_pred_knn_ave,y_pred_knn_std
20,CHEMBL3800394,20,1.21,0.42010303090927276,0.47131167890762393,0.4469900876858558,0.4469900876858558,0.4469900876858558,0.5737308288124108,0.28493253211460823
21,CHEMBL4072618,21,0.58,0.4433929903057419,0.4433929903057419,0.4433929903057419,0.4433929903057419,0.4433929903057419,0.4661608252547849,0.05091042664655562
22,CHEMBL251011,22,0.43,0.18580960151393536,0.30805466751528365,0.30805466751528365,0.5331227471735269,0.30805466751528365,0.3455160585388855,0.10958256084872885
23,CHEMBL4065147,23,2.81,0.8086012996206224,1.608916565229023,1.458699737559786,1.608916565229023,1.608916565229023,1.6506751221445795,0.5909326490822345
24,CHEMBL468935,24,0.12,0.05731245495217627,0.02287757512137515,0.10610436160334541,0.10610436160334541,0.12657208519159005,0.08982847307863871,0.03726020516694087
25,CHEMBL4069669,25,-0.15,0.11065579128358892,0.11065579128358892,0.11065579128358892,0.11065579128358892,0.11065579128358892,0.06721315940299077,0.09714067800651699
26,CHEMBL479970,26,2.11,0.8936934369425705,0.8936934369425705,0.9971620751802265,0.8936934369425705,0.6926375918935028,1.0801466629835734,0.46938648508046155
27,CHEMBL475043,27,0.28,-0.04105808321620179,-0.04105808321620179,0.006243222397857531,-0.04105808321620179,-0.04105808321620179,0.020335148255508393,0.1174031040816371
28,CHEMBL2401845,28,0.37,0.3324705882352942,0.3324705882352942,0.3324705882352942,0.3324705882352942,0.3324705882352942,0.3387254901960784,0.013986385976910426
29,CHEMBL4464003,29,2.93,3.0287958077340082,2.7292035720682057,2.9009360686655636,2.7521971279953767,2.9009360686655636,2.873678107521453,0.10356171200795483
30,CHEMBL3799265,30,0.75,0.5691249788681004,0.5914879334075442,0.5914879334075442,0.44107109264168914,0.750471607625904,0.6156072576584636,0.10804070284786854
31,CHEMBL2094337,31,-0.28,1.4219248826291078,0.6857003381761992,0.6857003381761992,1.0101742271326888,1.1871857177489855,0.7851142506438634,0.5434574282001547
32,CHEMBL4243347,32,1.0,2.381369141897213,1.9209190930502738,2.381369141897213,1.9209190930502738,1.8901272256829662,1.91578394926299,0.4605993182431822
33,CHEMBL3104855,33,0.13,1.1084269795842223,0.736030475918309,1.310629823735708,0.6723043001399341,1.1084269795842223,0.8443030931603993,0.3891269989244661
34,CHEMBL2425967,34,2.33,0.9958101628463473,1.7025743498777361,1.733101948784023,1.733101948784023,1.7025743498777361,1.6995271266949776,0.38621814165846274
35,CHEMBL4542734,35,-2.5,-2.4400185396463208,-2.4400185396463208,-2.4400185396463208,-2.11442000754053,-2.4400185396463208,-2.3957490276876356,0.12770633080186003
36,CHEMBL4590543,36,-0.75,0.13312180776969507,-0.10160837853001682,0.03608962389970658,-0.10160837853001682,-0.10160837853001682,-0.1476022839867748,0.2833660938876646
37,CHEMBL3947397,37,-0.46,-0.5153703885251658,-0.2878295281729687,-0.44569814601876384,-0.44569814601876384,-0.44569814601876384,-0.433382392459071,0.06960746869560129
38,CHEMBL564382,38,-0.01,1.6964149674336617,1.6964149674336617,1.3303311284837704,1.3303311284837704,1.6964149674336617,1.2899845265447543,0.6039829710175741
39,CHEMBL2413292,39,1.47,1.0148937146758716,1.0128055757054528,1.0148937146758716,0.956713170497037,0.956713170497037,1.0710032243418783,0.18028051302438802
40,CHEMBL487253,40,0.45,0.8109078500219364,0.8109078500219364,1.0414729112970667,1.429056189285088,1.6716874452128176,1.035672040973141,0.4089315255058671
41,CHEMBL1173195,41,-0.87,-1.5628421531985437,-1.637679389541038,-1.6775977116037344,-1.637679389541038,-1.637679389541038,-1.5039130055708985,0.28553022508516324
42,CHEMBL4241177,42,-0.51,-0.6897182849043233,-0.6897182849043233,-0.6897182849043233,-0.6897182849043233,-0.6897182849043233,-0.6597652374202694,0.06697705030762352
43,CHEMBL3287017,43,-1.06,-0.13036819900749147,-0.2022297597159703,-0.13036819900749147,0.055257076400742844,-0.06011882883568312,-0.2546379850276489,0.36880735890592387
44,CHEMBL4530950,44,2.39,2.4024728474736348,2.4220685813795666,2.486683228902889,2.4024728474736348,2.4024728474736348,2.4176950587838935,0.032250733192771816
45,CHEMBL2408693,45,0.03,-0.03598721861884779,-0.2056035811692162,0.1698155532978924,-0.2056035811692162,-0.03598721861884779,-0.04722767437970593,0.13133318174591332
46,CHEMBL3692684,46,0.02,0.2491859808487513,0.2491859808487513,0.2491859808487513,0.13230948034157397,0.14242524916943522,0.17371544534287717,0.08505818953305919
47,CHEMBL484489,47,0.11,0.05952773780327137,0.058862980650337696,0.058862980650337696,0.058862980650337696,0.058862980650337696,0.06749661006743703,0.019009643642851803
48,CHEMBL427510,48,1.29,0.6799126808799885,0.6799126808799885,0.6799126808799885,0.6769879375591298,0.7619262825691676,0.7947753771280438,0.22352505005044696
49,CHEMBL3670668,49,2.29,1.2850156619407385,1.6040974916908524,1.8494398259382292,1.2850156619407385,1.2850156619407385,1.5997640505752162,0.37326980452869873
50,CHEMBL4162183,50,0.07,0.20784134437167923,0.3186052902782549,0.3186052902782549,0.3186052902782549,0.35064422143088386,0.26405023943955463,0.09767481229779258
51,CHEMBL3758407,51,0.21,0.4602730375426621,0.4602730375426621,0.4602730375426621,0.3263048911103177,0.3263048911103177,0.3739048158081036,0.09467022013664746
52,CHEMBL27759,52,-2.77,1.787135768323436,1.787135768323436,1.787135768323436,1.787135768323436,1.787135768323436,1.02761314026953,1.6983442267778224
53,CHEMBL3771210,53,0.97,0.49118621850371397,0.6532179147912152,0.6532179147912152,0.7577496973015493,0.6532179147912152,0.6964316100298181,0.14510198306063307
54,CHEMBL4527868,54,0.43,1.0515626547008436,1.270959941705273,1.0515626547008436,0.8385042921792792,1.0515626547008436,0.9490253663311804,0.2635608076791178
55,CHEMBL4069152,55,-0.12,-0.011987562784022953,0.060761614702167795,0.11810492897553829,-0.011987562784022953,-0.011987562784022953,0.0038173092209395354,0.07346702429877945
56,CHEMBL3774858,56,0.62,0.6729579321340246,0.30732217573221754,0.7362888953386342,0.6229613474963356,0.6229613474963356,0.5970819496995913,0.13599092403807794
57,CHEMBL4461622,57,2.34,2.0389495462086464,1.7015376255814862,2.0389495462086464,2.080145607590117,2.013488760436737,2.035511847670939,0.18563074474492855
58,CHEMBL2179619,58,2.34,2.6382447620369085,2.6382447620369085,2.697796286437408,2.6382447620369085,2.6382447620369085,2.5984625557641734,0.11761560166159714
59,CHEMBL3352991,59,-0.49,-1.2870411560821318,-1.042132833730704,-1.1659121768380614,-1.042132833730704,-1.2745901910986017,-1.050301531913367,0.26888291610384585
60,CHEMBL2018294,60,2.8,2.776192556078995,2.8114131231540838,2.7473767084262155,2.8114131231540838,2.7473767084262155,2.7822953698732658,0.027340480399597362
61,CHEMBL4278715,61,0.7,0.0532780524621162,0.13979652706843718,0.13979652706843718,0.13979652706843718,0.13979652706843718,0.2187440267893108,0.21753050792158046
62,CHEMBL3356524,62,0.3,0.4,0.4,0.4,0.6480874316939892,0.4,0.42468123861566487,0.10637386311723025
63,CHEMBL2047680,63,-2.3,-0.9377445705754769,-0.9377445705754769,-0.9377445705754769,-0.9377445705754769,-0.9377445705754769,-1.1647871421462308,0.5076826238185667
64,CHEMBL518821,64,0.8,0.9399991669597145,0.9897632608146087,1.01946342666988,0.9399991669597145,0.9399991669597145,0.9382040313939388,0.06876465333258105
65,CHEMBL4069853,65,-0.81,1.295879126565249,0.5945030778134371,0.5945030778134371,0.5945030778134371,0.7176852300242131,0.4978455983382955,0.6355673436574177
66,CHEMBL1094708,66,-0.4,0.47965116279069775,0.5242105263157895,0.5242105263157895,0.47965116279069775,0.47965116279069775,0.34789575683394536,0.33506226286109314
67,CHEMBL2371802,67,-0.83,-0.8744009108463023,-0.8744009108463023,-0.7232649889413593,-0.8744009108463023,-0.6401176026256514,-0.8027642206843196,0.09028776589389745
68,CHEMBL1097981,68,-0.1,-0.3653272450532725,-0.3653272450532725,-0.3653272450532725,-0.3653272450532725,-0.3632307692307693,-0.3207566249073099,0.09872833188203842
69,CHEMBL4565933,69,2.64,2.3439716193096047,2.5418122043678086,2.5425583137170986,2.4738024883359255,2.399987951807229,2.490355429589611,0.09800930147363744
70,CHEMBL4101744,70,0.68,0.20560275139620737,0.25649410209989537,0.25649410209989537,0.25649410209989537,0.25649410209989537,0.31859652663263155,0.16268932987730253
71,CHEMBL3892427,71,2.24,1.6628085063647091,1.347399438727783,1.347399438727783,1.347399438727783,1.5865481182053278,1.5885924901255646,0.3173762763060825
72,CHEMBL1099057,72,-0.6,-0.534892041949414,-0.5059413833528723,-0.5059413833528723,-0.4912727616705293,-0.534892041949414,-0.528823268712517,0.03558321005827169
73,CHEMBL4070232,73,0.26,0.44025840520993886,0.6755722647645512,0.6755722647645512,0.6755722647645512,0.6755722647645512,0.5670912440446907,0.16200006615301588
74,CHEMBL4554270,74,3.65,3.008272412466333,3.008272412466333,3.008272412466333,3.008272412466333,3.008272412466333,3.1152270103886104,0.239157751460371
75,CHEMBL567457,75,-0.69,-0.8244375398068615,-0.8244375398068615,-0.778907934807408,-0.8244375398068615,-0.5400388528060152,-0.7470432345056679,0.10415512409399019
76,CHEMBL2407730,76,0.03,1.6032985742478816,1.6032985742478816,1.9821904085766577,2.706334345313877,1.6032985742478816,1.58807007943903,0.7993876714687872
77,CHEMBL2413295,77,0.91,1.0647851188687303,1.0647851188687303,1.0647851188687303,1.0647851188687303,1.1125403900779451,1.0469468109254778,0.06367857772935727
78,CHEMBL4094315,78,0.21,0.19657798740629273,0.19657798740629273,0.5232662564494382,0.19657798740629273,0.3346218973858092,0.2762703526756876,0.1210070646295229
79,CHEMBL1094793,79,0.0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.16666666666666666,0.07453559924999299
80,CHEMBL2425968,80,2.39,1.011692466870946,1.6693186201720764,1.6693186201720764,1.6693186201720764,1.6693186201720764,1.6798278245932083,0.39816059332697473
81,CHEMBL4443548,81,2.83,2.6143735631428915,2.798156883271765,1.6861570201533767,2.485346535604816,2.798156883271765,2.5353651475741024,0.39892090358813637
82,CHEMBL4476057,82,2.15,0.5760678370547129,0.5760678370547129,0.5760678370547129,0.5760678370547129,0.6793438161475658,0.8556025273944029,0.5800992045606479
83,CHEMBL470470,83,0.6,0.5297993412498916,0.5297993412498916,0.5297993412498916,0.5964007289539022,0.57596096024054,0.5602932854906862,0.031399279685800564
84,CHEMBL561604,84,0.85,0.6226536496702146,0.8055181857081729,0.6226536496702146,0.6226536496702146,0.1528101592212983,0.6127148823233526,0.22556818351576902
85,CHEMBL496108,85,-0.2,-0.4964437664563046,-0.5736674991080984,-0.501149766300925,-0.5736674991080984,-0.5736674991080984,-0.4864326716802541,0.13240734851691227
86,CHEMBL115011,86,-0.08,-0.26480326926997416,-0.26480326926997416,-0.26480326926997416,-0.2482801234666332,-0.26480326926997416,-0.231248866757755,0.06790909992089539
87,CHEMBL141885,87,0.21,0.7246855936634583,0.8249445165288456,0.6871147697862068,0.8249445165288456,0.7246855936634583,0.6660624983618024,0.21047427655309617
88,CHEMBL4554511,88,3.45,1.4950055515355345,1.4950055515355345,2.2522315446145336,1.4950055515355345,1.4950055515355345,1.9470422917927788,0.7267933235414987
89,CHEMBL475862,89,0.64,-0.1784533126556062,-0.1784533126556062,-0.04937394374834136,-0.09279987231390512,-0.1784533126556062,-0.006255625671510852,0.29324380070195505
90,CHEMBL4174193,90,2.71,1.9820313312188549,2.498882614833315,2.498882614833315,2.526631973153057,2.3249657943316318,2.423565721395029,0.2268211778806309
91,CHEMBL4210907,91,2.37,2.2664316258272854,2.5675770229005064,2.5675770229005064,2.5675770229005064,2.5675770229005064,2.4844566195715516,0.12129249870952903
92,CHEMBL4469488,92,2.06,1.5651954650720683,1.1922751107023317,1.5651954650720683,1.5651954650720683,1.9922728002400945,1.6566890510264385,0.29327737470353354
93,CHEMBL3957055,93,-0.51,-0.2189974591192316,-0.2133455239616458,-0.2189974591192316,-0.20830211190514264,-0.2189974591192316,-0.2647733355374139,0.10973925797923806
94,CHEMBL4225230,94,2.01,1.1597571552471813,1.5294117647058825,1.5294117647058825,1.5294117647058825,1.6643363994743758,1.5703881414732006,0.25024649799305443
95,CHEMBL503,95,-0.14,0.12960004737839545,0.14861225820473808,0.14576237336141473,0.043361051599549734,0.14861225820473808,0.07932466479147267,0.10483305337217526
96,CHEMBL1801250,96,-2.84,0.4195040163202856,0.4141885016535232,0.41418850165352317,0.4141885016535232,0.4141885016535232,-0.1272903295109369,1.2131621979627454
97,CHEMBL4449010,97,0.61,-0.5178402392140112,-0.47245769540692995,-0.5178402392140112,-0.5178402392140112,-0.47408446217019873,-0.31501047920319375,0.4141574336773301
98,CHEMBL494139,98,0.87,0.259185453758358,0.26965535082069075,0.31659604225271953,0.259185453758358,0.09483951172479718,0.34491030205248724,0.2447505857292063
99,CHEMBL2413306,99,0.55,0.9283752179710741,0.9283752179710741,0.9309291096032969,0.9309291096032969,0.9309291096032969,0.8665896274586732,0.1415877922540574
100,CHEMBL4551620,100,1.21,0.9747929187429251,1.3357164764367448,1.1584852778850874,1.3357164764367448,1.3357164764367448,1.2250712709897078,0.1316733178207779
101,CHEMBL568151,101,0.49,-0.7034649928599463,-0.7034649928599463,-0.7034649928599463,-0.7034649928599463,-0.6503865144296265,-0.49570774764490194,0.44124777174481866
102,CHEMBL2018303,102,3.59,3.4646742304162843,3.606119402985075,3.467443375509429,3.4397710314245513,3.678187121301799,3.541032526939523,0.08845464066970415
103,CHEMBL512517,103,0.97,0.9407716904193407,0.9160660874166053,0.9937913571910872,0.9937913571910872,0.9937913571910872,0.9680353082348679,0.030105611204795768
104,CHEMBL4218915,104,0.37,0.13138475132542288,0.2751157233563187,0.13138475132542288,0.2970860048640283,0.13138475132542288,0.22272599703276927,0.09573696224640953
105,CHEMBL2336043,105,-0.36,-0.4894543104822864,-0.6264015538421535,-0.2524551205232312,-0.2524551205232312,-0.7011465745473546,-0.4469854466530428,0.17408914686836027
106,CHEMBL515452,106,0.4,-0.14491714713760384,-0.06358992302309306,-0.06358992302309306,-0.06358992302309306,-0.13105074090704982,-0.011122942852322142,0.1868885550316289
107,CHEMBL3769938,107,1.05,1.8114520206008928,1.8277317130296544,1.327455272661736,1.8725040183810584,1.8725040183810584,1.6269411738424002,0.32081049377971826
108,CHEMBL482136,108,0.07,0.5158709881068518,0.6664340903175014,0.5299349370893875,0.4365239522310739,0.47594517098097144,0.449118189787631,0.18385791022708275
109,CHEMBL1095119,109,-1.0,-0.5075804264760262,-0.3939353280558165,-0.5075804264760262,-0.5075804264760262,-0.5075804264760262,-0.5707095056599868,0.19641815978195717
110,CHEMBL1938433,110,-0.04,0.5443890448968762,0.5443890448968762,0.5443890448968762,1.1342105482941496,0.5443890448968762,0.5452944546469424,0.3389678065009542
111,CHEMBL3415629,111,3.64,2.355,2.355,2.355,2.355,2.355,2.569166666666667,0.47889122518120497
112,CHEMBL4550522,112,0.82,1.1680784605386012,1.210387623603655,0.9264050327746224,1.2841748595666507,0.9264050327746224,1.0559085015430252,0.17211747296804542
113,CHEMBL4435005,113,0.73,0.7920409091453123,0.7920409091453123,0.7920409091453123,0.7920409091453123,0.7920409091453123,0.7817007576210937,0.023121281705801133
114,CHEMBL3771174,114,2.1,2.285495145631068,2.285495145631068,2.285495145631068,2.285495145631068,2.3005074626865665,2.2570813408684733,0.0704624638957329
115,CHEMBL3655973,115,2.42,2.2971009987320916,2.299609955035031,2.2728438746811435,2.250525211037487,2.299609955035031,2.3066149990867975,0.0537453394664898
116,CHEMBL4248785,116,0.36,0.5205084745762713,0.48015531660692956,0.48015531660692956,0.5205084745762713,0.22808841099163682,0.4315693322263397,0.10572621281892221
117,CHEMBL3356936,117,0.08,0.5573088562781935,0.5573088562781935,0.5573088562781935,0.5573088562781935,0.6492445611831211,0.49307999771598254,0.18776041492850054
118,CHEMBL4450128,118,2.9,2.6544766922664764,2.825403648840355,2.6544766922664764,2.923120193500372,2.6544766922664764,2.7686589865233593,0.11792757095539103
119,CHEMBL4283418,119,2.62,2.515,2.515,2.515,2.515,2.72,2.566666666666667,0.07856349166261786
120,CHEMBL1767039,120,-0.68,-0.2988729669329139,-0.380506847424176,-0.2009071608905209,0.046832287301060496,-0.2988729669329139,-0.3020546091465774,0.2163987795152118
121,CHEMBL475051,121,0.36,0.6501040988939494,0.11035410925289747,0.3459384874657679,0.11035410925289747,0.36584859345083215,0.3237665663860574,0.18310347331507507
122,CHEMBL4445312,122,3.17,2.4797882752096045,2.4797882752096045,2.479788275209605,2.5810238645111623,2.7280589175610874,2.6530746012835107,0.2476927789984438
123,CHEMBL259434,123,0.4,0.5289737261146497,0.5289737261146497,0.5289737261146497,0.5548567725210628,0.5405913141887112,0.5137282108422871,0.05171164932635706
124,CHEMBL1099095,124,-0.2,-0.054681886005589375,-0.0546848381601363,-0.055522894290559635,-0.054681886005589375,-0.13670021183566183,-0.0927119527162561,0.05652042622864248
125,CHEMBL3338404,125,2.63,2.1746428514690894,1.7606359958868656,1.7606359958868656,1.573651139119374,1.7606359958868656,1.9433669963748432,0.35632734798708093
126,CHEMBL4522149,126,-0.18,0.24852416433112312,0.24852416433112312,0.24852416433112312,0.5477005577005577,0.24852416433112312,0.22696620250417507,0.21226987518111512
127,CHEMBL4514808,127,-0.2,1.425220501993901,1.0165980352746091,0.7145893970893972,1.0165980352746091,0.6990372178602008,0.7786738645821195,0.49991494677243814
128,CHEMBL497760,128,2.81,0.9104755388149468,0.9711173694320867,0.9711173694320867,0.7269234651369968,0.9104755388149468,1.2166848802718437,0.7172464059234036
129,CHEMBL2385955,129,0.32,0.08397966499380825,0.08397966499380825,0.08397966499380825,0.0937174266553777,0.017355133791911264,0.11383525923811895,0.09564788867716803
130,CHEMBL4061157,130,1.03,0.4447157502329916,0.42945520857077724,0.39319291956083346,0.4447157502329916,0.2770047868702986,0.5031807359113154,0.24257754058151826
131,CHEMBL1099094,131,-0.3,-0.017562907140120064,-0.03854465417194692,-0.017562907140120064,-0.02917576480113736,-0.017562907140120064,-0.07006819006557406,0.10312207586497601
132,CHEMBL2018297,132,2.43,2.7403492066856097,2.790027479487829,2.790027479487829,2.751790918022414,2.790027479487829,2.7153704271952517,0.1291689453555365
133,CHEMBL3652232,133,0.33,1.5945854021144996,1.5339903712908511,1.756851965549097,2.2813161946712923,1.5339903712908511,1.5051223841527654,0.5854382381771445
134,CHEMBL490018,134,0.0,-0.021439060996972587,0.08896520462235845,-0.021439060996972587,0.09848124969004572,-0.021439060996972587,0.020521545220247735,0.052385528017362036
135,CHEMBL3356937,135,0.78,0.3791671564593864,0.44840425531914896,0.44840425531914896,0.3791671564593864,0.45101827207751427,0.48102684927243083,0.1373345798124966
136,CHEMBL482094,136,1.82,0.967096300857793,0.967096300857793,0.967096300857793,0.9617991913782066,0.9617991913782066,1.1074812142216321,0.31865689368219186
137,CHEMBL4518616,137,0.39,0.9478384167061391,0.6137366206540193,0.7814689952015158,0.6137366206540193,0.6137366206540193,0.6600862123116188,0.1717199887109424
138,CHEMBL513160,138,0.4,0.7382951138669113,0.20493476770944594,0.20493476770944594,0.20493476770944594,0.20493476770944594,0.32633903078411586,0.19752203807236174
139,CHEMBL512516,139,0.97,0.9310290090876622,0.9233981855367349,0.9233981855367349,0.9489733426595165,0.9233981855367349,0.9366994847262307,0.017428424486157022
140,CHEMBL474051,140,0.04,-0.029365491359486278,-0.005884013068085953,-0.17485081501814284,-0.12653094965298048,-0.029365491359486278,-0.05433279340969697,0.0732914954931591
141,CHEMBL3899275,141,2.29,2.190643789705367,2.2963534621186312,1.6602028397565924,2.1028739290085676,1.8657268722466962,2.067633482139309,0.23270121394934487
142,CHEMBL2414810,142,0.78,0.604707097729634,0.570431287434473,0.604707097729634,0.604707097729634,0.604707097729634,0.6282099463921682,0.06902672113782464
143,CHEMBL3655965,143,2.37,2.4196217851739785,2.4176396476753257,2.4196217851739785,2.4196217851739785,2.4196217851739785,2.4110211313952066,0.018359479660301794
144,CHEMBL2047544,144,-1.4,-1.0021347615616003,-1.0021347615616003,-1.0021347615616003,-1.0021347615616003,-1.0233964413922272,-1.0719892479397712,0.14689617159971424
145,CHEMBL3798028,145,0.55,0.7107864722328123,0.568327537148277,0.568327537148277,0.5599810579604061,0.4050125721047183,0.5604058627657484,0.08850176154105335
146,CHEMBL3692651,146,0.65,0.3585736243467568,0.3271429221458798,0.3306668420360384,0.3306668420360384,0.3306668420360384,0.38795284543345865,0.11766814577026292
147,CHEMBL4225063,147,-0.35,-1.228579287940952,-1.228579287940952,-1.228579287940952,-1.228579287940952,-2.1665669885350445,-1.2384806900498087,0.5245846396725533
148,CHEMBL3655947,148,2.33,2.389118637821528,2.3864610162885493,2.3864610162885493,2.368389132284946,2.3864610162885493,2.3744818031620203,0.021057433450776313
149,CHEMBL4166281,149,2.55,2.552278820375335,2.4030410397270034,2.6225552451104908,2.5500245634406684,2.4254802129828663,2.5172299802727274,0.07738251893942899
150,CHEMBL3628323,150,-0.98,-1.3818115635794521,-1.3818115635794521,-1.5635660644149136,-1.3818115635794521,-1.3818115635794521,-1.3451353864554536,0.1762651314495328
151,CHEMBL4299370,151,0.93,1.6442380302175787,1.5916338880484115,1.6162652192316314,1.5916338880484115,1.6162652192316314,1.4983393741296107,0.2547929893642598
152,CHEMBL440018,152,0.48,1.2319769147646573,1.2319769147646573,1.3318603152456996,1.3318603152456996,1.3318603152456996,1.1565891292110688,0.3058592955782933
153,CHEMBL1095075,153,-0.5,-0.5025944757454994,-0.472519104437592,-0.5025944757454994,-0.472519104437592,-0.472519104437592,-0.4871243774672958,0.014630855169218115
154,CHEMBL4526647,154,2.27,2.0800937417221226,1.7776490134251375,1.8681648861857387,2.0800937417221226,2.05693697738622,2.0221563934068905,0.159607256608426
155,CHEMBL4091233,155,2.47,1.8259919325388718,1.5611087863719524,2.061569508917665,1.8003347083173242,1.8259919325388718,1.9241661447807807,0.2837943809725765
156,CHEMBL3655952,156,2.58,2.309185706673556,2.2897078228086714,2.2897078228086714,2.271109314203175,2.2897078228086714,2.3382364148837906,0.10867742415663302
157,CHEMBL449493,157,0.94,-0.2828488507339488,-0.16188730557441333,-0.16188730557441333,-0.16188730557441333,0.19277465688734688,0.060710648238359664,0.4197763974151098
158,CHEMBL2401846,158,0.36,0.3484318290585025,0.3446313905657354,0.33808692676249147,0.33808692676249147,0.3446313905657354,0.34564474395249273,0.007417728662979181
159,CHEMBL4247128,159,2.52,2.112073068658805,2.3525473787841498,2.2069856868190554,2.3525473787841498,2.3525473787841498,2.3161168153050515,0.12851288172632927
160,CHEMBL3771206,160,0.33,-1.289882762383066,-1.1534391190577218,-1.289882762383066,-1.6997156271674763,-1.289882762383066,-1.0654671722290658,0.6465840840012064
161,CHEMBL472631,161,1.01,1.0474402169952632,0.7521096143147874,1.3022391644062992,0.8999833102411094,0.5073048795052574,0.9198461975771194,0.24811044507682364
162,CHEMBL4160632,162,0.12,1.9318827854738376,1.9318827854738376,2.2129644737663634,1.9318827854738376,1.9318827854738376,1.6767492692769521,0.7037243159632768
163,CHEMBL4464421,163,0.5,0.008217867796463616,0.18319252063969513,0.008217867796463605,0.02066539813066106,0.008217867796463616,0.1214185870266245,0.18061668375242101
164,CHEMBL2048752,164,0.58,-0.05068759637393889,0.11457340257813226,-0.05068759637393889,0.11457340257813226,0.11457340257813226,0.13705750249775314,0.21142812200280472
165,CHEMBL481922,165,0.51,1.3722642632944095,1.570128377219099,1.2533819716204866,1.3722642632944095,1.5208855825806693,1.266487409668179,0.353962970420988
166,CHEMBL3655977,166,2.56,2.3670385958421014,2.37393607576206,2.37393607576206,2.37393607576206,2.37393607576206,2.4037971498150568,0.06990142663121737
167,CHEMBL1213457,167,0.57,1.4108146101165446,1.4108146101165446,0.9368838144079835,1.4108146101165442,0.9368838144079835,1.1127019098609334,0.3222222096900381
168,CHEMBL4468802,168,0.05,0.4359699208741328,0.34772491309504855,0.4359699208741328,0.4359699208741328,0.441328894806924,0.3578272617540618,0.1415103228113257
169,CHEMBL3704922,169,0.09,0.25972330180022485,0.25972330180022485,0.25972330180022485,0.1894330021027843,0.25972330180022485,0.21972103488394726,0.0634371569020338
